"id","PDF","Тема","Lesson","Grade","Date","Name"
"0e031436-0608-4615-a43c-1f59a998961c","[]","[{'id': '2ce415e0-d2d2-4a1a-879a-feb7e808704b', 'name': 'ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ', 'color': 'yellow'}]",True,11,"{'start': '2022-12-02', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Передача та використання енергії змінного струму. Трансформатор. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Передача та використання енергії змінного струму. Трансформатор. Розв’язування задач.', 'href': None}]"
"b1926d9a-ada3-46a9-8390-be925cf4bda0","[]","[{'id': '2ce415e0-d2d2-4a1a-879a-feb7e808704b', 'name': 'ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ', 'color': 'yellow'}]",True,11,"{'start': '2022-11-18', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач. Вільні електромагнітні коливання в ідеальному коливальному контурі. Формула Томсона.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач. Вільні електромагнітні коливання в ідеальному коливальному контурі. Формула Томсона.', 'href': None}]"
"9934eb8b-65d2-462a-a93a-15c6a781ebab","[]","[{'id': '2ce415e0-d2d2-4a1a-879a-feb7e808704b', 'name': 'ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ', 'color': 'yellow'}]",True,11,"{'start': '2022-11-14', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Коливання. Види коливань. Фізичні величини, які характеризують коливання.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Коливання. Види коливань. Фізичні величини, які характеризують коливання.', 'href': None}]"
"4351be60-f8b0-4fd3-bd94-94a4c3af9b4e","[]","[{'id': '38b9c13a-392c-4b92-a9db-45d88fb54b3a', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ', 'color': 'gray'}]",True,11,"{'start': '2022-10-31', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач.', 'href': None}]"
"ab82bf96-9fdb-46c9-8171-18ba7ff9b050","[]","[{'id': '38b9c13a-392c-4b92-a9db-45d88fb54b3a', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ', 'color': 'gray'}]",True,11,"{'start': '2022-11-11', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Контрольна робота. Узагальнення та систематизація знань з теми.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Контрольна робота. Узагальнення та систематизація знань з теми.', 'href': None}]"
"fa5c46e6-9929-42c8-b0e2-60e9a351aac8","[]","[{'id': 'b9a55ac7-ee38-43e5-b194-601215f98e43', 'name': 'ГЕОМЕТРИЧНА ОПТИКА', 'color': 'pink'}]",True,11,"{'start': '2023-01-23', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Заломлення світла. Закони заломлення світла. Повне відбивання світла. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Заломлення світла. Закони заломлення світла. Повне відбивання світла. Розв’язування задач.', 'href': None}]"
"7f043647-39b8-4cfd-9b2a-2dc5790e4505","[]","[{'id': '2ce415e0-d2d2-4a1a-879a-feb7e808704b', 'name': 'ЕЛЕКТРОМАГНІТНІ КОЛИВАННЯ І ХВИЛІ', 'color': 'yellow'}]",True,11,"{'start': '2022-11-28', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач.', 'href': None}]"
"cb71e2cd-c852-4a76-ab38-d7143ce3225b","[]","[{'id': 'b9a55ac7-ee38-43e5-b194-601215f98e43', 'name': 'ГЕОМЕТРИЧНА ОПТИКА', 'color': 'pink'}]",True,11,"{'start': '2023-01-30', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Формула тонкої лінзи. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Формула тонкої лінзи. Розв’язування задач.', 'href': None}]"
"45e7cd68-1283-4a65-aed5-741c290d61dd","[]","[{'id': 'b4b9709a-ff07-4ebe-82ac-fbc0471b7164', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ', 'color': 'default'}]",True,11,"{'start': '2022-09-07', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Послідовне і паралельне з’єднання провідників. Шунти і додаткові опори. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Послідовне і паралельне з’єднання провідників. Шунти і додаткові опори. Розв’язування задач.', 'href': None}]"
"388cfaa3-aeae-422d-b3c2-1e2fe460bd23","[]","[{'id': '38b9c13a-392c-4b92-a9db-45d88fb54b3a', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ', 'color': 'gray'}]",True,11,"{'start': '2022-11-09', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач. Розв’язування задач.', 'href': None}]"
"0d605b6a-d9fd-4660-9f0e-3f07c1b0f680","[]","[{'id': 'b4b9709a-ff07-4ebe-82ac-fbc0471b7164', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ', 'color': 'default'}]",True,11,"{'start': '2022-09-16', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач. Електрорушійна сила. Закон Ома для повного кола.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач. Електрорушійна сила. Закон Ома для повного кола.', 'href': None}]"
"0c8e0e0a-00b6-4a39-a69f-166217ce361c","[]","[{'id': 'b9a55ac7-ee38-43e5-b194-601215f98e43', 'name': 'ГЕОМЕТРИЧНА ОПТИКА', 'color': 'pink'}]",True,11,"{'start': '2023-01-25', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Лінзи. Побудова зображень у лінзах. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Лінзи. Побудова зображень у лінзах. Розв’язування задач.', 'href': None}]"
"b9f1ef40-965a-432b-9d88-ad55ed138d88","[]","[{'id': 'b4b9709a-ff07-4ebe-82ac-fbc0471b7164', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ', 'color': 'default'}]",True,11,"{'start': '2022-09-19', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач.', 'href': None}]"
"7d1c6dbf-3362-43b6-b4de-8d076b2e9f1a","[]","[{'id': 'b4b9709a-ff07-4ebe-82ac-fbc0471b7164', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ', 'color': 'default'}]",True,11,"{'start': '2022-09-23', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач. Електричний струм в електролітах. Електроліз.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач. Електричний струм в електролітах. Електроліз.', 'href': None}]"
"eac902c1-3062-4b02-87ed-a71581b0adc7","[]","[{'id': '38b9c13a-392c-4b92-a9db-45d88fb54b3a', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ', 'color': 'gray'}]",True,11,"{'start': '2022-10-07', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Електричний струм в напівпровідниках.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Електричний струм в напівпровідниках.', 'href': None}]"
"c70b68a3-c8cf-4b44-b715-fe6ad9f47d36","[]","[{'id': 'c2e10c44-b390-4240-9ccd-115cc8e57bce', 'name': 'АТОМНА І ЯДЕРНА ФІЗИКА', 'color': 'pink'}]",True,11,"{'start': '2023-05-15', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач. Розв’язування задач.', 'href': None}]"
"bd535c65-4783-4637-8e1a-13c91a9da602","[]","[{'id': 'b4b9709a-ff07-4ebe-82ac-fbc0471b7164', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ', 'color': 'default'}]",True,11,"{'start': '2022-09-05', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Первинний інструктаж з БЖ. Електричний струм.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Первинний інструктаж з БЖ. Електричний струм.', 'href': None}]"
"65c9fe4e-3283-4a49-bcb8-9130ba5de5ee","[]","[{'id': 'b4b9709a-ff07-4ebe-82ac-fbc0471b7164', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ', 'color': 'default'}]",True,11,"{'start': '2022-09-26', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач.', 'href': None}]"
"df95d94b-4c90-4f12-acc3-821933bb2726","[]","[{'id': '38b9c13a-392c-4b92-a9db-45d88fb54b3a', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ', 'color': 'gray'}]",True,11,"{'start': '2022-10-12', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Магнітне поле.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Магнітне поле.', 'href': None}]"
"991753ea-bfad-41a0-ac90-794be256794f","[]","[{'id': 'b9a55ac7-ee38-43e5-b194-601215f98e43', 'name': 'ГЕОМЕТРИЧНА ОПТИКА', 'color': 'pink'}]",True,11,"{'start': '2023-01-18', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Сферичні дзеркала. Побудова зображень у сферичному дзеркалі. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Сферичні дзеркала. Побудова зображень у сферичному дзеркалі. Розв’язування задач.', 'href': None}]"
"0cda33a0-79d7-4349-821a-9f6c1456ead1","[]","[{'id': 'b9a55ac7-ee38-43e5-b194-601215f98e43', 'name': 'ГЕОМЕТРИЧНА ОПТИКА', 'color': 'pink'}]",True,11,"{'start': '2023-02-01', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Оптичні системи. Кут зору. Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Оптичні системи. Кут зору. Розв’язування задач.', 'href': None}]"
"8aa30585-38d7-4cd4-9d98-7763b2beb335","[]","[{'id': '38b9c13a-392c-4b92-a9db-45d88fb54b3a', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина ІІ. ЕЛЕКТРОМАГНЕТИЗМ', 'color': 'gray'}]",True,11,"{'start': '2022-10-21', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Розв’язування задач.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Розв’язування задач.', 'href': None}]"
"1cb3c052-8df9-4c29-8984-c1af98ed0ad7","[]","[{'id': 'b4b9709a-ff07-4ebe-82ac-fbc0471b7164', 'name': 'ЕЛЕКТРОДИНАМІКА. Частина І. ПОСТІЙНИЙ ЕЛЕКТРИЧНИЙ СТРУМ', 'color': 'default'}]",True,11,"{'start': '2022-09-28', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': 'Електричний струм в газах. Електричний струм у вакуумі. Електровакуумні прилади.', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': 'Електричний струм в газах. Електричний струм у вакуумі. Електровакуумні прилади.', 'href': None}]"
"2afbe144-053e-4dfd-8164-4385e565f8b0","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-09-01', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nПервинний інструктаж з БЖ. Зародження і розвиток фізики як науки.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nПервинний інструктаж з БЖ. Зародження і розвиток фізики як науки.\xa0\n', 'href': None}]"
"6e4151b4-cab7-4a7a-8dd9-02bc7cebcdc2","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-09-03', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nМетоди наукового пізнання. Фізичні величини та їх вимірювання. Невизначеності вимірювань. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nМетоди наукового пізнання. Фізичні величини та їх вимірювання. Невизначеності вимірювань. Розв’язування задач.\xa0\n', 'href': None}]"
"a0131fab-4455-4a14-a538-8b5d7e7c558d","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-09-10', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nСкалярні та векторні величини. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nСкалярні та векторні величини. Розв’язування задач.\xa0\n', 'href': None}]"
"741a4c01-af22-4191-b731-8ea3a561bd77","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-09-15', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nОсновна задача механіки. Абетка кінематики. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nОсновна задача механіки. Абетка кінематики. Розв’язування задач.\xa0\n', 'href': None}]"
"2bbc7bbc-a092-40f4-b972-61c0c10d2653","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-09-17', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nШвидкість руху. Середня та миттєва швидкості. Закони додавання швидкостей. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nШвидкість руху. Середня та миттєва швидкості. Закони додавання швидкостей. Розв’язування задач.\xa0\n', 'href': None}]"
"4c5eeca1-52ac-4805-9ac4-eaa0fc7efb8a","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-09-24', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nРівноприскорений прямолінійний рух. Прискорення. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nРівноприскорений прямолінійний рух. Прискорення. Розв’язування задач.\xa0\n', 'href': None}]"
"bf7955d9-d11a-4fe9-9a95-48ab5dcad1c0","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-09-29', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nІнструктаж з БЖ. Лабораторна робота №1 «Визначення прискорення тіла в ході рівноприскореного прямолінійного руху». Розв’язування задач.\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nІнструктаж з БЖ. Лабораторна робота №1 «Визначення прискорення тіла в ході рівноприскореного прямолінійного руху». Розв’язування задач.\n', 'href': None}]"
"d90662c1-b44b-4a4f-861e-60379a7d30b7","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-10-01', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nВільне падіння і криволінійний рух під дією незмінної сили тяжіння. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nВільне падіння і криволінійний рух під дією незмінної сили тяжіння. Розв’язування задач.\xa0\n', 'href': None}]"
"09d042d7-9a84-4872-8054-c9676afd8cd9","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-10-06', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nРівномірний рух матеріальної точки по колу. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nРівномірний рух матеріальної точки по колу. Розв’язування задач.\xa0\n', 'href': None}]"
"d7ef49ca-6714-42e6-91c6-e7003ea5aea2","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-10-08', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nРозв’язування задач. Інструктаж з БЖ. Лабораторна робота №2 «Вивчення руху тіла по колу».\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nРозв’язування задач. Інструктаж з БЖ. Лабораторна робота №2 «Вивчення руху тіла по колу».\n', 'href': None}]"
"9dd05bbb-2a2c-4912-aeec-9e4ea70278fe","[]","[{'id': 'VHzC', 'name': 'ВСТУП. КІНЕМАТИКА', 'color': 'default'}]",True,10,"{'start': '2021-10-13', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nРозв’язування задач. Підбиваємо підсумки розділу «Основи кінематики»\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nРозв’язування задач. Підбиваємо підсумки розділу «Основи кінематики»\xa0\n', 'href': None}]"
"c0a3e274-a024-4c37-8563-c0463ffff788","[]","[{'id': 'lsY~', 'name': 'ДИНАМІКА ТА ЗАКОНИ ЗБЕРЕЖЕННЯ', 'color': 'default'}]",True,10,"{'start': '2021-10-20', 'end': None, 'time_zone': None}","[{'type': 'text', 'text': {'content': '\nСила. Маса. Другий і третій закони Ньютона. Розв’язування задач.\xa0\n', 'link': None}, 'annotations': {'bold': False, 'italic': False, 'strikethrough': False, 'underline': False, 'code': False, 'color': 'default'}, 'plain_text': '\nСила. Маса. Другий і третій закони Ньютона. Розв’язування задач.\xa0\n', 'href': None}]"
